Temperature(C): 36.955704 Pressure(millibar): 1004.051270
Temperature(C): 36.933537 Pressure(millibar): 1004.056030
Temperature(C): 36.920029 Pressure(millibar): 1004.055542
Temperature(C): 36.901012 Pressure(millibar): 1004.057983
Temperature(C): 36.905994 Pressure(millibar): 1004.070312
Temperature(C): 36.906849 Pressure(millibar): 1004.042908
Temperature(C): 36.908749 Pressure(millibar): 1004.135620
Temperature(C): 36.901798 Pressure(millibar): 1004.072266
Temperature(C): 36.898453 Pressure(millibar): 1004.065796
Temperature(C): 36.899506 Pressure(millibar): 1004.045776
Temperature(C): 36.881996 Pressure(millibar): 1004.063293
Temperature(C): 36.891830 Pressure(millibar): 1004.069702
Temperature(C): 36.888817 Pressure(millibar): 1004.042603
Temperature(C): 36.886063 Pressure(millibar): 1004.073853
Temperature(C): 36.879440 Pressure(millibar): 1004.107422
Temperature(C): 36.873932 Pressure(millibar): 1004.030518
Temperature(C): 36.868290 Pressure(millibar): 1004.021423
Temperature(C): 36.859177 Pressure(millibar): 1004.039429
Temperature(C): 36.847504 Pressure(millibar): 1004.022034
Temperature(C): 36.860161 Pressure(millibar): 1004.019836
Temperature(C): 36.858978 Pressure(millibar): 1004.049866
Temperature(C): 36.869801 Pressure(millibar): 1004.050293
Temperature(C): 36.879044 Pressure(millibar): 1004.063965
Temperature(C): 36.878849 Pressure(millibar): 1004.019287
Temperature(C): 36.879898 Pressure(millibar): 1004.033142
Temperature(C): 36.883766 Pressure(millibar): 1004.013184
Temperature(C): 36.877796 Pressure(millibar): 1004.035095
Temperature(C): 36.874390 Pressure(millibar): 1003.997681
Temperature(C): 36.867046 Pressure(millibar): 1004.010376
Temperature(C): 36.875572 Pressure(millibar): 1004.039795
Temperature(C): 36.877735 Pressure(millibar): 1003.998840
Temperature(C): 36.866261 Pressure(millibar): 1004.008057
Temperature(C): 36.850128 Pressure(millibar): 1004.008423
Temperature(C): 36.866322 Pressure(millibar): 1004.008667
Temperature(C): 36.868946 Pressure(millibar): 1004.037354
Temperature(C): 36.859177 Pressure(millibar): 1004.007080
Temperature(C): 36.858456 Pressure(millibar): 1003.998901
Temperature(C): 36.863895 Pressure(millibar): 1003.992493
Temperature(C): 36.856552 Pressure(millibar): 1003.973816
Temperature(C): 36.862846 Pressure(millibar): 1004.050781
Temperature(C): 36.863045 Pressure(millibar): 1004.019775
Temperature(C): 36.858387 Pressure(millibar): 1004.034058
Temperature(C): 36.861732 Pressure(millibar): 1004.005798
Temperature(C): 36.861996 Pressure(millibar): 1004.005249
Temperature(C): 36.865864 Pressure(millibar): 1003.997742
Temperature(C): 36.868484 Pressure(millibar): 1004.012451
Temperature(C): 36.829079 Pressure(millibar): 1004.010132
Temperature(C): 36.796947 Pressure(millibar): 1004.002441
Temperature(C): 36.772289 Pressure(millibar): 1003.967834
Temperature(C): 36.764091 Pressure(millibar): 1003.971558
Temperature(C): 36.785599 Pressure(millibar): 1004.028503
Temperature(C): 36.772881 Pressure(millibar): 1004.004150
Temperature(C): 36.778847 Pressure(millibar): 1003.987061
Temperature(C): 36.772617 Pressure(millibar): 1003.950806
Temperature(C): 36.795765 Pressure(millibar): 1003.970642
Temperature(C): 36.825142 Pressure(millibar): 1004.037476
Temperature(C): 36.821011 Pressure(millibar): 1004.025696
Temperature(C): 36.824093 Pressure(millibar): 1004.030151
Temperature(C): 36.816422 Pressure(millibar): 1004.019226
Temperature(C): 36.824093 Pressure(millibar): 1004.080933
Temperature(C): 36.803242 Pressure(millibar): 1004.007019
Temperature(C): 36.762585 Pressure(millibar): 1003.901794
Temperature(C): 36.805470 Pressure(millibar): 1004.029236
Temperature(C): 36.803570 Pressure(millibar): 1003.993530
Temperature(C): 36.798649 Pressure(millibar): 1003.984741
Temperature(C): 36.804489 Pressure(millibar): 1003.987671
Temperature(C): 36.817013 Pressure(millibar): 1004.018738
Temperature(C): 36.817406 Pressure(millibar): 1003.979858
Temperature(C): 36.797272 Pressure(millibar): 1003.952515
Temperature(C): 36.818390 Pressure(millibar): 1004.013855
Temperature(C): 36.815636 Pressure(millibar): 1004.016357
Temperature(C): 36.808029 Pressure(millibar): 1003.997559
Temperature(C): 36.813732 Pressure(millibar): 1004.024658
Temperature(C): 36.787437 Pressure(millibar): 1003.958740
Temperature(C): 36.767834 Pressure(millibar): 1003.939209
Temperature(C): 36.764549 Pressure(millibar): 1003.983582
Temperature(C): 36.749928 Pressure(millibar): 1003.903809
Temperature(C): 36.753860 Pressure(millibar): 1003.961670
Temperature(C): 36.771503 Pressure(millibar): 1004.008728
Temperature(C): 36.784225 Pressure(millibar): 1004.035156
Temperature(C): 36.779175 Pressure(millibar): 1004.004211
Temperature(C): 36.778584 Pressure(millibar): 1003.981384
Temperature(C): 36.756157 Pressure(millibar): 1003.955566
Temperature(C): 36.743961 Pressure(millibar): 1003.940857
Temperature(C): 36.718258 Pressure(millibar): 1003.939148
Temperature(C): 36.722912 Pressure(millibar): 1003.964050
Temperature(C): 36.721207 Pressure(millibar): 1003.953064
Temperature(C): 36.740093 Pressure(millibar): 1003.960388
Temperature(C): 36.736683 Pressure(millibar): 1003.978760
Temperature(C): 36.759369 Pressure(millibar): 1003.982727
Temperature(C): 36.786324 Pressure(millibar): 1003.994507
Temperature(C): 36.717339 Pressure(millibar): 1003.986023
Temperature(C): 36.688419 Pressure(millibar): 1003.956177
Temperature(C): 36.709862 Pressure(millibar): 1004.007019
Temperature(C): 36.683632 Pressure(millibar): 1003.977478
Temperature(C): 36.678585 Pressure(millibar): 1004.008179
Temperature(C): 36.694454 Pressure(millibar): 1004.010559
Temperature(C): 36.711304 Pressure(millibar): 1004.002441
Temperature(C): 36.731831 Pressure(millibar): 1003.980469
Temperature(C): 36.743500 Pressure(millibar): 1003.993530
Temperature(C): 36.732681 Pressure(millibar): 1004.010864
Temperature(C): 36.714714 Pressure(millibar): 1003.999390
Temperature(C): 36.690845 Pressure(millibar): 1003.915649
Temperature(C): 36.729733 Pressure(millibar): 1004.024780
Temperature(C): 36.675632 Pressure(millibar): 1003.950989
Temperature(C): 36.671829 Pressure(millibar): 1003.995544
Temperature(C): 36.698387 Pressure(millibar): 1004.069702
Temperature(C): 36.707500 Pressure(millibar): 1004.064453
Temperature(C): 36.672352 Pressure(millibar): 1003.986023
Temperature(C): 36.708946 Pressure(millibar): 1004.042236
Temperature(C): 36.700878 Pressure(millibar): 1004.040710
Temperature(C): 36.653732 Pressure(millibar): 1003.958252
Temperature(C): 36.622387 Pressure(millibar): 1003.944824
Temperature(C): 36.626907 Pressure(millibar): 1003.981567
Temperature(C): 36.622124 Pressure(millibar): 1003.977295
Temperature(C): 36.603695 Pressure(millibar): 1003.971313
Temperature(C): 36.613991 Pressure(millibar): 1003.960083
Temperature(C): 36.623367 Pressure(millibar): 1003.962708
Temperature(C): 36.644421 Pressure(millibar): 1003.965759
Temperature(C): 36.637074 Pressure(millibar): 1003.949585
Temperature(C): 36.635174 Pressure(millibar): 1003.978455
Temperature(C): 36.636749 Pressure(millibar): 1003.955444
Temperature(C): 36.640484 Pressure(millibar): 1003.934998
Temperature(C): 36.673206 Pressure(millibar): 1004.010315
Temperature(C): 36.668091 Pressure(millibar): 1003.981812
Temperature(C): 36.651173 Pressure(millibar): 1004.000854
Temperature(C): 36.649075 Pressure(millibar): 1003.995850
Temperature(C): 36.621010 Pressure(millibar): 1003.956970
Temperature(C): 36.645599 Pressure(millibar): 1004.010864
Temperature(C): 36.633797 Pressure(millibar): 1003.982239
Temperature(C): 36.630581 Pressure(millibar): 1004.005310
Temperature(C): 36.634842 Pressure(millibar): 1004.010071
Temperature(C): 36.629139 Pressure(millibar): 1003.992798
Temperature(C): 36.612026 Pressure(millibar): 1003.970764
Temperature(C): 36.605072 Pressure(millibar): 1003.945129
Temperature(C): 36.625206 Pressure(millibar): 1004.005493
Temperature(C): 36.620880 Pressure(millibar): 1004.028442
Temperature(C): 36.614323 Pressure(millibar): 1004.001709
Temperature(C): 36.617336 Pressure(millibar): 1003.992432
Temperature(C): 36.603958 Pressure(millibar): 1004.001221
Temperature(C): 36.601601 Pressure(millibar): 1003.985107
Temperature(C): 36.596485 Pressure(millibar): 1003.979309
Temperature(C): 36.589531 Pressure(millibar): 1003.942871
Temperature(C): 36.599564 Pressure(millibar): 1003.960754
Temperature(C): 36.605400 Pressure(millibar): 1003.996826
Temperature(C): 36.619503 Pressure(millibar): 1004.035095
Temperature(C): 36.610123 Pressure(millibar): 1003.945862
Temperature(C): 36.620224 Pressure(millibar): 1004.018433
Temperature(C): 36.607304 Pressure(millibar): 1003.969543
Temperature(C): 36.601532 Pressure(millibar): 1003.962097
Temperature(C): 36.591236 Pressure(millibar): 1003.955017
Temperature(C): 36.590450 Pressure(millibar): 1003.954468
Temperature(C): 36.582584 Pressure(millibar): 1003.946106
Temperature(C): 36.586777 Pressure(millibar): 1003.983521
Temperature(C): 36.600155 Pressure(millibar): 1004.002014
Temperature(C): 36.607567 Pressure(millibar): 1004.033203
Temperature(C): 36.592091 Pressure(millibar): 1003.956970
Temperature(C): 36.559566 Pressure(millibar): 1003.964233
Temperature(C): 36.550907 Pressure(millibar): 1003.953918
Temperature(C): 36.564613 Pressure(millibar): 1004.004517
Temperature(C): 36.571499 Pressure(millibar): 1003.963806
Temperature(C): 36.582645 Pressure(millibar): 1003.979065
Temperature(C): 36.601665 Pressure(millibar): 1004.056580
Temperature(C): 36.587765 Pressure(millibar): 1003.965576
Temperature(C): 36.562912 Pressure(millibar): 1003.940308
Temperature(C): 36.543434 Pressure(millibar): 1003.998596
Temperature(C): 36.544418 Pressure(millibar): 1003.992004
Temperature(C): 36.548222 Pressure(millibar): 1003.990601
Temperature(C): 36.544220 Pressure(millibar): 1003.950867
Temperature(C): 36.551369 Pressure(millibar): 1004.030640
Temperature(C): 36.558712 Pressure(millibar): 1004.006409
Temperature(C): 36.553402 Pressure(millibar): 1004.000244
Temperature(C): 36.553009 Pressure(millibar): 1003.964844
Temperature(C): 36.561138 Pressure(millibar): 1003.941467
Temperature(C): 36.587959 Pressure(millibar): 1003.964355
Temperature(C): 36.609600 Pressure(millibar): 1003.976013
